"","siteID","diet","totalcount","routeID","easting","northing"
"1472","116_10","Trunk arthropods",28,116,498537,3577425
"1473","116_10","Vertebrates",2,116,498537,3577425
"1474","116_10","Fruits",1,116,498537,3577425
"1475","116_11","Aerial arthropods",3,116,497223,3578357
"1476","116_11","Foliage arthropods",18,116,497223,3578357
"1477","116_11","Ground arthropods",8,116,497223,3578357
"1478","116_11","Nectar",8,116,497223,3578357
"1479","116_11","Omnivorous",12,116,497223,3578357
"1480","116_11","Fruits",1,116,497223,3578357
"1481","116_11","Trunk arthropods",11,116,497223,3578357
"1482","116_11","Vertebrates",2,116,497223,3578357
"1483","116_11","Seeds",291,116,497223,3578357
"1484","116_11a","Foliage arthropods",2,116,497556,3578446
"1485","116_11a","Nectar",1,116,497556,3578446
"1486","116_11a","Omnivorous",1,116,497556,3578446
"1487","116_11a","Trunk arthropods",1,116,497556,3578446
"1488","116_11a","Seeds",11,116,497556,3578446
"1489","116_12","Aerial arthropods",18,116,498674,3578241
"1490","116_12","Foliage arthropods",4,116,498674,3578241
"1491","116_12","Nectar",2,116,498674,3578241
"1492","116_12","Omnivorous",24,116,498674,3578241
"1493","116_12","Seeds",319,116,498674,3578241
"1494","116_12","Ground arthropods",10,116,498674,3578241
"1495","116_12","Vertebrates",2,116,498674,3578241
"1496","116_12","Trunk arthropods",5,116,498674,3578241
"1497","117_01","Aerial arthropods",69,117,497073,3572902
"1498","117_01","Ground arthropods",6,117,497073,3572902
"1499","117_01","Omnivorous",20,117,497073,3572902
"1500","117_01","Vertebrates",4,117,497073,3572902
"1501","117_01","Seeds",164,117,497073,3572902
"1502","117_02","Aerial arthropods",66,117,496495,3573444
"1503","117_02","Foliage arthropods",9,117,496495,3573444
"1504","117_02","Omnivorous",15,117,496495,3573444
"1505","117_02","Seeds",252,117,496495,3573444
"1506","117_02","Vertebrates",2,117,496495,3573444
"1507","117_02","Ground arthropods",24,117,496495,3573444
"1508","117_03","Foliage arthropods",3,117,497661,3573864
"1509","117_03","Ground arthropods",31,117,497661,3573864
"1510","117_03","Nectar",3,117,497661,3573864
"1511","117_03","Omnivorous",27,117,497661,3573864
"1512","117_03","Seeds",375,117,497661,3573864
"1513","117_03","Trunk arthropods",12,117,497661,3573864
"1514","117_03","Aerial arthropods",1,117,497661,3573864
"1515","117_04","Aerial arthropods",30,117,495974,3574638
"1516","117_04","Foliage arthropods",9,117,495974,3574638
"1517","117_04","Nectar",2,117,495974,3574638
"1518","117_04","Omnivorous",2,117,495974,3574638
"1519","117_04","Seeds",271,117,495974,3574638
"1520","117_04","Ground arthropods",10,117,495974,3574638
"1521","117_04","Vertebrates",3,117,495974,3574638
"1522","117_04","Trunk arthropods",3,117,495974,3574638
"1523","117_05","Ground arthropods",16,117,497943,3574505
"1524","117_05","Omnivorous",34,117,497943,3574505
"1525","117_05","Seeds",355,117,497943,3574505
"1526","117_05","Trunk arthropods",6,117,497943,3574505
"1527","117_05","Foliage arthropods",4,117,497943,3574505
"1528","117_06","Foliage arthropods",11,117,496108,3575343
"1529","117_06","Ground arthropods",21,117,496108,3575343
"1530","117_06","Nectar",3,117,496108,3575343
"1531","117_06","Aerial arthropods",14,117,496108,3575343
"1532","117_06","Seeds",246,117,496108,3575343
"1533","117_06","Trunk arthropods",7,117,496108,3575343
"1534","117_06","Vertebrates",2,117,496108,3575343
"1535","117_06","Omnivorous",9,117,496108,3575343
"1536","117_07","Foliage arthropods",1,117,496898,3575240
"1537","117_07","Fruits",2,117,496898,3575240
"1538","117_07","Ground arthropods",38,117,496898,3575240
"1539","117_07","Omnivorous",55,117,496898,3575240
"1540","117_07","Seeds",384,117,496898,3575240
"1541","117_07","Trunk arthropods",14,117,496898,3575240
"1542","117_07","Aerial arthropods",5,117,496898,3575240
"1543","117_08","Aerial arthropods",1,117,497302,3576139
"1544","117_08","Foliage arthropods",3,117,497302,3576139
"1545","117_08","Ground arthropods",17,117,497302,3576139
"1546","117_08","Omnivorous",35,117,497302,3576139
"1547","117_08","Seeds",267,117,497302,3576139
"1548","117_08","Fruits",1,117,497302,3576139
"1549","117_08","Vertebrates",1,117,497302,3576139
"1550","117_08","Trunk arthropods",7,117,497302,3576139
"1551","117_09","Aerial arthropods",81,117,495191,3576019
"1552","117_09","Ground arthropods",106,117,495191,3576019
"1553","117_09","Omnivorous",12,117,495191,3576019
"1554","117_09","Seeds",125,117,495191,3576019
"1555","117_10","Aerial arthropods",1,117,495801,3576737
"1556","117_10","Foliage arthropods",2,117,495801,3576737
"1557","117_10","Ground arthropods",33,117,495801,3576737
"1558","117_10","Omnivorous",50,117,495801,3576737
"1559","117_10","Seeds",512,117,495801,3576737
"1560","117_10","Trunk arthropods",20,117,495801,3576737
"1561","117_10","Nectar",2,117,495801,3576737
"1562","117_11","Ground arthropods",21,117,496393,3576834
"1563","117_11","Nectar",3,117,496393,3576834
"1564","117_11","Omnivorous",26,117,496393,3576834
"1565","117_11","Seeds",335,117,496393,3576834
"1566","117_11","Trunk arthropods",17,117,496393,3576834
"1567","117_11","Vertebrates",3,117,496393,3576834
"1568","117_11","Foliage arthropods",2,117,496393,3576834
"1569","117_12","Foliage arthropods",7,117,497580,3576211
"1570","117_12","Fruits",2,117,497580,3576211
"1571","117_12","Ground arthropods",11,117,497580,3576211
"1572","117_12","Omnivorous",5,117,497580,3576211
"1573","117_12","Seeds",248,117,497580,3576211
"1574","117_12","Trunk arthropods",2,117,497580,3576211
"1575","117_12","Nectar",6,117,497580,3576211
"1576","118_01","Foliage arthropods",39,118,489759,3575567
"1577","118_01","Fruits",1,118,489759,3575567
"1578","118_01","Ground arthropods",55,118,489759,3575567
"1579","118_01","Nectar",3,118,489759,3575567
"1580","118_01","Omnivorous",2,118,489759,3575567
"1581","118_01","Seeds",115,118,489759,3575567
"1582","118_01","Trunk arthropods",17,118,489759,3575567
"1583","118_01","Vertebrates",2,118,489759,3575567
"1584","118_01","Aerial arthropods",1,118,489759,3575567
"1585","118_02","Foliage arthropods",22,118,490743,3575450
"1586","118_02","Ground arthropods",38,118,490743,3575450
"1587","118_02","Omnivorous",2,118,490743,3575450
"1588","118_02","Aerial arthropods",2,118,490743,3575450
"1589","118_02","Trunk arthropods",24,118,490743,3575450
"1590","118_02","Vertebrates",8,118,490743,3575450
"1591","118_02","Seeds",105,118,490743,3575450
"1592","118_03","Aerial arthropods",1,118,487225,3576673
"1593","118_03","Foliage arthropods",27,118,487225,3576673
"1594","118_03","Ground arthropods",52,118,487225,3576673
"1595","118_03","Nectar",4,118,487225,3576673
"1596","118_03","Omnivorous",3,118,487225,3576673
"1597","118_03","Fruits",2,118,487225,3576673
"1598","118_03","Trunk arthropods",13,118,487225,3576673
"1599","118_03","Vertebrates",11,118,487225,3576673
"1600","118_03","Seeds",103,118,487225,3576673
"1601","118_04","Aerial arthropods",1,118,488214,3576203
"1602","118_04","Ground arthropods",38,118,488214,3576203
"1603","118_04","Nectar",2,118,488214,3576203
"1604","118_04","Omnivorous",4,118,488214,3576203
"1605","118_04","Seeds",78,118,488214,3576203
"1606","118_04","Trunk arthropods",16,118,488214,3576203
"1607","118_04","Vertebrates",2,118,488214,3576203
"1608","118_04","Foliage arthropods",21,118,488214,3576203
"1609","118_04a","Ground arthropods",1,118,488151,3576111
"1610","118_04a","Seeds",5,118,488151,3576111
"1611","118_04a","Trunk arthropods",1,118,488151,3576111
"1612","118_05","Fruits",2,118,489756,3576265
"1613","118_05","Ground arthropods",45,118,489756,3576265
"1614","118_05","Nectar",3,118,489756,3576265
"1615","118_05","Foliage arthropods",30,118,489756,3576265
"1616","118_05","Seeds",174,118,489756,3576265
"1617","118_05","Trunk arthropods",28,118,489756,3576265
"1618","118_05","Vertebrates",2,118,489756,3576265
"1619","118_05","Omnivorous",10,118,489756,3576265
"1620","118_06","Aerial arthropods",3,118,490636,3576135
"1621","118_06","Fruits",1,118,490636,3576135
"1622","118_06","Ground arthropods",47,118,490636,3576135
"1623","118_06","Nectar",3,118,490636,3576135
"1624","118_06","Foliage arthropods",19,118,490636,3576135
"1625","118_06","Seeds",131,118,490636,3576135
"1626","118_06","Trunk arthropods",19,118,490636,3576135
"1627","118_06","Vertebrates",2,118,490636,3576135
"1628","118_06","Omnivorous",4,118,490636,3576135
"1629","118_07","Foliage arthropods",35,118,487135,3577913
"1630","118_07","Ground arthropods",43,118,487135,3577913
"1631","118_07","Nectar",1,118,487135,3577913
"1632","118_07","Omnivorous",3,118,487135,3577913
"1633","118_07","Seeds",87,118,487135,3577913
"1634","118_07","Trunk arthropods",16,118,487135,3577913
"1635","118_07","Vertebrates",8,118,487135,3577913
"1636","118_07","Aerial arthropods",4,118,487135,3577913
"1637","118_08","Foliage arthropods",18,118,488786,3577571
"1638","118_08","Ground arthropods",29,118,488786,3577571
"1639","118_08","Nectar",3,118,488786,3577571
"1640","118_08","Omnivorous",6,118,488786,3577571
"1641","118_08","Fruits",3,118,488786,3577571
"1642","118_08","Trunk arthropods",20,118,488786,3577571
"1643","118_08","Seeds",161,118,488786,3577571
"1644","118_08a","Ground arthropods",4,118,488810,3577207
"1645","118_08a","Omnivorous",1,118,488810,3577207
"1646","118_08a","Seeds",23,118,488810,3577207
"1647","118_08a","Trunk arthropods",5,118,488810,3577207
"1648","118_08a","Vertebrates",2,118,488810,3577207
"1649","118_08a","Foliage arthropods",3,118,488810,3577207
"1650","118_09","Aerial arthropods",4,118,490049,3577015
"1651","118_09","Foliage arthropods",22,118,490049,3577015
"1652","118_09","Fruits",1,118,490049,3577015
"1653","118_09","Omnivorous",14,118,490049,3577015
"1654","118_09","Seeds",133,118,490049,3577015
"1655","118_09","Trunk arthropods",22,118,490049,3577015
"1656","118_09","Ground arthropods",25,118,490049,3577015
"1657","118_09","Vertebrates",3,118,490049,3577015
"1658","118_10","Ground arthropods",31,118,490394,3577135
"1659","118_10","Nectar",3,118,490394,3577135
"1660","118_10","Omnivorous",3,118,490394,3577135
"1661","118_10","Foliage arthropods",26,118,490394,3577135
"1662","118_10","Trunk arthropods",17,118,490394,3577135
"1663","118_10","Vertebrates",2,118,490394,3577135
"1664","118_10","Seeds",189,118,490394,3577135
"1665","119_01","Foliage arthropods",16,119,491669,3573065
"1666","119_01","Omnivorous",7,119,491669,3573065
"1667","119_01","Seeds",241,119,491669,3573065
"1668","119_01","Trunk arthropods",12,119,491669,3573065
"1669","119_01","Ground arthropods",49,119,491669,3573065
"1670","119_02","Foliage arthropods",31,119,492346,3573732
"1671","119_02","Fruits",1,119,492346,3573732
"1672","119_02","Ground arthropods",38,119,492346,3573732
"1673","119_02","Omnivorous",6,119,492346,3573732
"1674","119_02","Seeds",186,119,492346,3573732
"1675","119_02","Trunk arthropods",4,119,492346,3573732
"1676","119_02","Aerial arthropods",1,119,492346,3573732
"1677","119_03","Foliage arthropods",23,119,491743,3574523
"1678","119_03","Ground arthropods",58,119,491743,3574523
"1679","119_03","Seeds",208,119,491743,3574523
"1680","119_03","Trunk arthropods",19,119,491743,3574523
"1681","119_03","Vertebrates",1,119,491743,3574523
"1682","119_03","Omnivorous",5,119,491743,3574523
"1683","119_04","Ground arthropods",56,119,492455,3574123
"1684","119_04","Omnivorous",13,119,492455,3574123
"1685","119_04","Seeds",259,119,492455,3574123
"1686","119_04","Trunk arthropods",16,119,492455,3574123
"1687","119_04","Vertebrates",1,119,492455,3574123
"1688","119_04","Foliage arthropods",16,119,492455,3574123
"1689","119_05","Fruits",1,119,493360,3574818
"1690","119_05","Ground arthropods",19,119,493360,3574818
"1691","119_05","Nectar",1,119,493360,3574818
"1692","119_05","Foliage arthropods",39,119,493360,3574818
"1693","119_05","Seeds",133,119,493360,3574818
"1694","119_05","Trunk arthropods",23,119,493360,3574818
"1695","119_05","Vertebrates",2,119,493360,3574818
"1696","119_05","Omnivorous",3,119,493360,3574818
"1697","119_06","Foliage arthropods",37,119,494113,3574002
"1698","119_06","Ground arthropods",35,119,494113,3574002
"1699","119_06","Nectar",2,119,494113,3574002
"1700","119_06","Omnivorous",5,119,494113,3574002
"1701","119_06","Seeds",108,119,494113,3574002
"1702","119_06","Trunk arthropods",11,119,494113,3574002
"1703","119_06","Vertebrates",2,119,494113,3574002
"1704","119_06","Aerial arthropods",1,119,494113,3574002
"1705","119_07","Aerial arthropods",21,119,495172,3574386
"1706","119_07","Fruits",1,119,495172,3574386
"1707","119_07","Ground arthropods",52,119,495172,3574386
"1708","119_07","Nectar",1,119,495172,3574386
"1709","119_07","Foliage arthropods",40,119,495172,3574386
"1710","119_07","Seeds",96,119,495172,3574386
"1711","119_07","Trunk arthropods",9,119,495172,3574386
"1712","119_07","Vertebrates",32,119,495172,3574386
"1713","119_07","Omnivorous",3,119,495172,3574386
"1714","119_08","Foliage arthropods",19,119,492105,3575049
"1715","119_08","Seeds",103,119,492105,3575049
"1716","119_08","Trunk arthropods",14,119,492105,3575049
"1717","119_08","Vertebrates",4,119,492105,3575049
"1718","119_08","Ground arthropods",37,119,492105,3575049
"1719","119_09","Foliage arthropods",27,119,493141,3575468
"1720","119_09","Ground arthropods",48,119,493141,3575468
"1721","119_09","Nectar",3,119,493141,3575468
"1722","119_09","Aerial arthropods",3,119,493141,3575468
"1723","119_09","Seeds",186,119,493141,3575468
"1724","119_09","Trunk arthropods",29,119,493141,3575468
"1725","119_09","Omnivorous",9,119,493141,3575468
"1726","119_10","Aerial arthropods",6,119,493949,3575832
"1727","119_10","Foliage arthropods",35,119,493949,3575832
"1728","119_10","Ground arthropods",27,119,493949,3575832
"1729","119_10","Omnivorous",4,119,493949,3575832
"1730","119_10","Seeds",115,119,493949,3575832
"1731","119_10","Trunk arthropods",9,119,493949,3575832
"1732","119_10","Nectar",3,119,493949,3575832
"1733","119_10","Vertebrates",2,119,493949,3575832
"1734","119_11","Foliage arthropods",28,119,492085,3576860
"1735","119_11","Ground arthropods",38,119,492085,3576860
"1736","119_11","Nectar",1,119,492085,3576860
"1737","119_11","Seeds",221,119,492085,3576860
"1738","119_11","Trunk arthropods",14,119,492085,3576860
"1739","119_11","Omnivorous",11,119,492085,3576860
"1740","119_12","Aerial arthropods",39,119,493695,3576375
"1741","119_12","Foliage arthropods",18,119,493695,3576375
"1742","119_12","Omnivorous",12,119,493695,3576375
"1743","119_12","Seeds",188,119,493695,3576375
"1744","119_12","Vertebrates",2,119,493695,3576375
"1745","119_12","Ground arthropods",33,119,493695,3576375
"1746","120_01","Fruits",1,120,490910,3572512
"1747","120_01","Ground arthropods",22,120,490910,3572512
"1748","120_01","Nectar",1,120,490910,3572512
"1749","120_01","Foliage arthropods",11,120,490910,3572512
"1750","120_01","Seeds",106,120,490910,3572512
"1751","120_01","Trunk arthropods",18,120,490910,3572512
"1752","120_01","Omnivorous",1,120,490910,3572512
"1753","120_02","Foliage arthropods",6,120,491698,3572644
"1754","120_02","Fruits",1,120,491698,3572644
"1755","120_02","Omnivorous",3,120,491698,3572644
"1756","120_02","Seeds",178,120,491698,3572644
"1757","120_02","Trunk arthropods",15,120,491698,3572644
"1758","120_02","Ground arthropods",26,120,491698,3572644
"1759","120_02","Vertebrates",2,120,491698,3572644
"1760","120_03","Foliage arthropods",10,120,492359,3572001
"1761","120_03","Ground arthropods",33,120,492359,3572001
"1762","120_03","Omnivorous",4,120,492359,3572001
"1763","120_03","Trunk arthropods",23,120,492359,3572001
"1764","120_03","Seeds",197,120,492359,3572001
"1765","120_04","Ground arthropods",34,120,493161,3572467
"1766","120_04","Omnivorous",8,120,493161,3572467
"1767","120_04","Seeds",185,120,493161,3572467
"1768","120_04","Trunk arthropods",14,120,493161,3572467
"1769","120_04","Foliage arthropods",15,120,493161,3572467
"1770","120_05","Foliage arthropods",5,120,490736,3573680
"1771","120_05","Omnivorous",4,120,490736,3573680
"1772","120_05","Seeds",194,120,490736,3573680
"1773","120_05","Trunk arthropods",17,120,490736,3573680
"1774","120_05","Ground arthropods",46,120,490736,3573680
"1775","120_05","Vertebrates",2,120,490736,3573680
"1776","120_06","Foliage arthropods",15,120,493439,3573279
"1777","120_06","Fruits",1,120,493439,3573279
"1778","120_06","Ground arthropods",30,120,493439,3573279
"1779","120_06","Omnivorous",6,120,493439,3573279
"1780","120_06","Seeds",188,120,493439,3573279
"1781","120_06","Trunk arthropods",11,120,493439,3573279
"1782","120_06","Vertebrates",2,120,493439,3573279
"1783","120_06","Nectar",1,120,493439,3573279
"1784","120_07","Fruits",1,120,488695,3574858
"1785","120_07","Ground arthropods",36,120,488695,3574858
"1786","120_07","Omnivorous",1,120,488695,3574858
"1787","120_07","Foliage arthropods",15,120,488695,3574858
"1788","120_07","Trunk arthropods",17,120,488695,3574858
"1789","120_07","Seeds",95,120,488695,3574858
"1790","120_08","Aerial arthropods",2,120,489788,3574257
"1791","120_08","Foliage arthropods",7,120,489788,3574257
"1792","120_08","Omnivorous",5,120,489788,3574257
"1793","120_08","Seeds",134,120,489788,3574257
"1794","120_08","Trunk arthropods",22,120,489788,3574257
"1795","120_08","Vertebrates",1,120,489788,3574257
"1796","120_08","Ground arthropods",30,120,489788,3574257
"1797","120_09","Foliage arthropods",6,120,490033,3574797
"1798","120_09","Ground arthropods",22,120,490033,3574797
"1799","120_09","Seeds",82,120,490033,3574797
"1800","120_09","Aerial arthropods",1,120,490033,3574797
"1801","120_09","Trunk arthropods",16,120,490033,3574797
"1802","120_10","Foliage arthropods",9,120,488906,3575164
"1803","120_10","Fruits",1,120,488906,3575164
"1804","120_10","Ground arthropods",21,120,488906,3575164
"1805","120_10","Omnivorous",1,120,488906,3575164
"1806","120_10","Seeds",54,120,488906,3575164
"1807","120_10","Trunk arthropods",27,120,488906,3575164
"1808","120_10","Vertebrates",5,120,488906,3575164
"1809","120_10","Nectar",1,120,488906,3575164
"1810","121_01","Aerial arthropods",5,121,488615,3572434
"1811","121_01","Ground arthropods",48,121,488615,3572434
"1812","121_01","Nectar",2,121,488615,3572434
"1813","121_01","Omnivorous",4,121,488615,3572434
"1814","121_01","Foliage arthropods",25,121,488615,3572434
"1815","121_01","Trunk arthropods",38,121,488615,3572434
"1816","121_01","Vertebrates",4,121,488615,3572434
"1817","121_01","Seeds",169,121,488615,3572434
"1818","121_02","Aerial arthropods",8,121,489680,3571807
"1819","121_02","Fruits",2,121,489680,3571807
"1820","121_02","Ground arthropods",35,121,489680,3571807
"1821","121_02","Omnivorous",1,121,489680,3571807
"1822","121_02","Seeds",94,121,489680,3571807
"1823","121_02","Trunk arthropods",12,121,489680,3571807
"1824","121_02","Foliage arthropods",12,121,489680,3571807
"1825","121_03","Aerial arthropods",1,121,490269,3572303
"1826","121_03","Foliage arthropods",21,121,490269,3572303
"1827","121_03","Ground arthropods",44,121,490269,3572303
"1828","121_03","Seeds",126,121,490269,3572303
"1829","121_03","Trunk arthropods",13,121,490269,3572303
"1830","121_03","Vertebrates",1,121,490269,3572303
"1831","121_03","Nectar",2,121,490269,3572303
"1832","121_04","Foliage arthropods",13,121,491692,3571654
"1833","121_04","Fruits",2,121,491692,3571654
"1834","121_04","Ground arthropods",43,121,491692,3571654
"1835","121_04","Omnivorous",1,121,491692,3571654
"1836","121_04","Seeds",161,121,491692,3571654
"1837","121_04","Trunk arthropods",19,121,491692,3571654
"1838","121_04","Vertebrates",1,121,491692,3571654
"1839","121_04","Aerial arthropods",11,121,491692,3571654
"1840","121_05","Aerial arthropods",6,121,492249,3571974
"1841","121_05","Fruits",2,121,492249,3571974
"1842","121_05","Ground arthropods",42,121,492249,3571974
"1843","121_05","Omnivorous",4,121,492249,3571974
"1844","121_05","Foliage arthropods",21,121,492249,3571974
"1845","121_05","Trunk arthropods",32,121,492249,3571974
"1846","121_05","Vertebrates",1,121,492249,3571974
"1847","121_05","Seeds",239,121,492249,3571974
"1848","121_07","Aerial arthropods",16,121,489333,3572433
"1849","121_07","Foliage arthropods",30,121,489333,3572433
"1850","121_07","Ground arthropods",46,121,489333,3572433
"1851","121_07","Seeds",141,121,489333,3572433
"1852","121_07","Trunk arthropods",28,121,489333,3572433
"1853","121_07","Omnivorous",2,121,489333,3572433
"1854","121_09","Aerial arthropods",9,121,489634,3573862
"1855","121_09","Ground arthropods",47,121,489634,3573862
"1856","121_09","Omnivorous",3,121,489634,3573862
"1857","121_09","Seeds",209,121,489634,3573862
"1858","121_09","Foliage arthropods",21,121,489634,3573862
"1859","121_09","Vertebrates",1,121,489634,3573862
"1860","121_09","Trunk arthropods",20,121,489634,3573862
"1861","122_01","Foliage arthropods",14,122,490122,3569035
"1862","122_01","Ground arthropods",33,122,490122,3569035
"1863","122_01","Seeds",29,122,490122,3569035
"1864","122_01","Trunk arthropods",13,122,490122,3569035
"1865","122_01a","Aerial arthropods",1,122,490200,3568866
"1866","122_01a","Foliage arthropods",30,122,490200,3568866
"1867","122_01a","Ground arthropods",43,122,490200,3568866
"1868","122_01a","Trunk arthropods",32,122,490200,3568866
"1869","122_01a","Vertebrates",2,122,490200,3568866
"1870","122_01a","Seeds",81,122,490200,3568866
"1871","122_02","Foliage arthropods",19,122,492298,3569021
"1872","122_02","Nectar",1,122,492298,3569021
"1873","122_02","Seeds",76,122,492298,3569021
"1874","122_02","Trunk arthropods",15,122,492298,3569021
"1875","122_02","Vertebrates",1,122,492298,3569021
"1876","122_02","Ground arthropods",25,122,492298,3569021
"1877","122_02a","Ground arthropods",9,122,491505,3568544
"1878","122_02a","Seeds",30,122,491505,3568544
"1879","122_02a","Trunk arthropods",9,122,491505,3568544
"1880","122_02a","Foliage arthropods",8,122,491505,3568544
"1881","122_03","Foliage arthropods",9,122,489042,3569985
"1882","122_03","Ground arthropods",29,122,489042,3569985
"1883","122_03","Omnivorous",1,122,489042,3569985
"1884","122_03","Aerial arthropods",4,122,489042,3569985
"1885","122_03","Trunk arthropods",15,122,489042,3569985
"1886","122_03","Seeds",40,122,489042,3569985
"1887","122_03a","Ground arthropods",18,122,488721,3569567
"1888","122_03a","Omnivorous",1,122,488721,3569567
"1889","122_03a","Seeds",21,122,488721,3569567
"1890","122_03a","Trunk arthropods",12,122,488721,3569567
"1891","122_03a","Vertebrates",2,122,488721,3569567
"1892","122_03a","Foliage arthropods",8,122,488721,3569567
"1893","122_04","Foliage arthropods",38,122,489513,3569382
"1894","122_04","Ground arthropods",65,122,489513,3569382
"1895","122_04","Nectar",1,122,489513,3569382
"1896","122_04","Trunk arthropods",39,122,489513,3569382
"1897","122_04","Seeds",107,122,489513,3569382
"1898","122_05","Aerial arthropods",1,122,490166,3569638
"1899","122_05","Foliage arthropods",46,122,490166,3569638
"1900","122_05","Omnivorous",2,122,490166,3569638
"1901","122_05","Seeds",141,122,490166,3569638
"1902","122_05","Trunk arthropods",44,122,490166,3569638
"1903","122_05","Vertebrates",1,122,490166,3569638
"1904","122_05","Ground arthropods",71,122,490166,3569638
"1905","122_06","Foliage arthropods",47,122,491083,3569816
"1906","122_06","Ground arthropods",57,122,491083,3569816
"1907","122_06","Seeds",124,122,491083,3569816
"1908","122_06","Aerial arthropods",7,122,491083,3569816
"1909","122_06","Trunk arthropods",35,122,491083,3569816
"1910","122_06a","Aerial arthropods",1,122,491593,3569785
"1911","122_06a","Foliage arthropods",11,122,491593,3569785
"1912","122_06a","Ground arthropods",14,122,491593,3569785
"1913","122_06a","Seeds",27,122,491593,3569785
"1914","122_06a","Trunk arthropods",13,122,491593,3569785
"1915","122_06a","Nectar",1,122,491593,3569785
"1916","122_07","Aerial arthropods",3,122,489454,3571511
"1917","122_07","Foliage arthropods",14,122,489454,3571511
"1918","122_07","Ground arthropods",14,122,489454,3571511
"1919","122_07","Seeds",47,122,489454,3571511
"1920","122_07","Trunk arthropods",4,122,489454,3571511
"1921","122_07","Fruits",3,122,489454,3571511
"1922","122_07a","Foliage arthropods",12,122,488832,3570738
"1923","122_07a","Ground arthropods",31,122,488832,3570738
"1924","122_07a","Seeds",26,122,488832,3570738
"1925","122_07a","Aerial arthropods",1,122,488832,3570738
"1926","122_07a","Vertebrates",1,122,488832,3570738
"1927","122_07a","Trunk arthropods",15,122,488832,3570738
"1928","122_07b","Ground arthropods",10,122,488653,3571137
"1929","122_07b","Nectar",1,122,488653,3571137
"1930","122_07b","Seeds",15,122,488653,3571137
"1931","122_07b","Foliage arthropods",13,122,488653,3571137
"1932","122_07b","Vertebrates",1,122,488653,3571137
"1933","122_07b","Trunk arthropods",6,122,488653,3571137
"1934","122_08","Aerial arthropods",3,122,489540,3570574
"1935","122_08","Foliage arthropods",9,122,489540,3570574
"1936","122_08","Seeds",35,122,489540,3570574
"1937","122_08","Trunk arthropods",3,122,489540,3570574
"1938","122_08","Vertebrates",1,122,489540,3570574
"1939","122_08","Ground arthropods",13,122,489540,3570574
"1940","122_08a","Ground arthropods",67,122,489030,3570680
"1941","122_08a","Nectar",1,122,489030,3570680
"1942","122_08a","Seeds",76,122,489030,3570680
"1943","122_08a","Trunk arthropods",25,122,489030,3570680
"1944","122_08a","Foliage arthropods",34,122,489030,3570680
"1945","122_09","Foliage arthropods",36,122,490899,3570389
"1946","122_09","Ground arthropods",77,122,490899,3570389
"1947","122_09","Seeds",153,122,490899,3570389
"1948","122_09","Aerial arthropods",12,122,490899,3570389
"1949","122_09","Vertebrates",1,122,490899,3570389
"1950","122_09","Trunk arthropods",35,122,490899,3570389
"1951","122_12","Aerial arthropods",1,122,492268,3571384
"1952","122_12","Foliage arthropods",6,122,492268,3571384
"1953","122_12","Ground arthropods",9,122,492268,3571384
"1954","122_12","Omnivorous",1,122,492268,3571384
"1955","122_12","Seeds",23,122,492268,3571384
"1956","122_12","Trunk arthropods",4,122,492268,3571384
"1957","122_12","Fruits",1,122,492268,3571384
"1958","123_01","Foliage arthropods",25,123,492868,3569894
"1959","123_01","Ground arthropods",51,123,492868,3569894
"1960","123_01","Omnivorous",4,123,492868,3569894
"1961","123_01","Aerial arthropods",3,123,492868,3569894
"1962","123_01","Trunk arthropods",30,123,492868,3569894
"1963","123_01","Vertebrates",3,123,492868,3569894
"1964","123_01","Seeds",224,123,492868,3569894
"1965","123_03","Aerial arthropods",2,123,492472,3570675
"1966","123_03","Ground arthropods",49,123,492472,3570675
"1967","123_03","Nectar",3,123,492472,3570675
"1968","123_03","Omnivorous",5,123,492472,3570675
"1969","123_03","Seeds",200,123,492472,3570675
"1970","123_03","Trunk arthropods",24,123,492472,3570675
"1971","123_03","Foliage arthropods",16,123,492472,3570675
"1972","123_04","Foliage arthropods",38,123,494043,3571059
"1973","123_04","Ground arthropods",53,123,494043,3571059
"1974","123_04","Omnivorous",2,123,494043,3571059
"1975","123_04","Aerial arthropods",5,123,494043,3571059
"1976","123_04","Trunk arthropods",34,123,494043,3571059
"1977","123_04","Vertebrates",2,123,494043,3571059
"1978","123_04","Seeds",216,123,494043,3571059
"1979","123_05","Aerial arthropods",3,123,494359,3570174
"1980","123_05","Ground arthropods",54,123,494359,3570174
"1981","123_05","Omnivorous",5,123,494359,3570174
"1982","123_05","Seeds",202,123,494359,3570174
"1983","123_05","Trunk arthropods",30,123,494359,3570174
"1984","123_05","Vertebrates",2,123,494359,3570174
"1985","123_05","Foliage arthropods",42,123,494359,3570174
"1986","123_06","Aerial arthropods",3,123,493853,3571594
"1987","123_06","Foliage arthropods",29,123,493853,3571594
"1988","123_06","Ground arthropods",42,123,493853,3571594
"1989","123_06","Omnivorous",8,123,493853,3571594
"1990","123_06","Seeds",340,123,493853,3571594
"1991","123_06","Trunk arthropods",19,123,493853,3571594
"1992","123_06","Nectar",1,123,493853,3571594
"1993","123_07","Foliage arthropods",8,123,494923,3571915
"1994","123_07","Ground arthropods",30,123,494923,3571915
"1995","123_07","Omnivorous",6,123,494923,3571915
"1996","123_07","Seeds",410,123,494923,3571915
"1997","123_07","Trunk arthropods",29,123,494923,3571915
"1998","123_07","Vertebrates",1,123,494923,3571915
